,matchId,gameId,gameMode,gameVersion,championName,championId,teamPosition,win,allInPings,assistMePings,assists,baronKills,basicPings,champExperience,champLevel,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,eligibleForProgression,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,pushPings,quadraKills,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamEarlySurrendered,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,takedowns,goldPerMinute,damagePerMinute,baronTakedowns,dragonTakedowns,turretTakedowns.1,gameLength,killParticipation,visionScorePerMinute,jungleCsBefore10Minutes,enemyJungleMonsterKills,controlWardsPlaced,wardTakedowns,kda,teamDamagePercentage,maxCsAdvantageOnLaneOpponent,maxLevelLeadLaneOpponent,primaryStyle,subStyle
0,KR_6983296155,6983296155,CLASSIC,14.5.565.1230,Pantheon,80,MIDDLE,True,0,0,17,0,0,13622,15,0,0,6,790,4700,790,21671,0,5,4,2,0,True,7,0,False,False,False,False,False,True,2,12754,11365,0,MIDDLE,1,2,0,3071,6692,3047,3153,1029,2055,3340,26,2,9,MIDDLE,0,5,2,493,3446,233,4792,0,12,0,0,1,0,0,2,8,0,133326,26823,15504,3790,0,0,SOLO,0,107,34,27,6,5,4,4,12,278,False,26,1632,147162,28151,0,20900,5006,0,139,108,162,1,0,10388,1094,603,0,2,0,0,0,30,5,3,11,26.0,468.81627293676553,1034.7320437035642,1.0,0.0,2.0,1632.3808353,0.6666666666666666,1.1134849966396758,0.0,9.0,4.0,3.0,5.2,0.2176924369543305,18.000000029802322,1.0,"8010, 9111, 9104, 8014","8126, 8106"
1,KR_6991296940,6991296940,CLASSIC,14.5.565.1230,Sona,37,UTILITY,True,0,4,8,0,0,9981,13,0,8,5,3638,4585,3638,8509,0,5,2,1,0,True,2,0,False,False,False,False,False,True,0,8511,7825,0,UTILITY,0,2,0,6616,3877,2055,3158,3040,3113,3364,20,1,6,BOTTOM,0,3,2,403,19700,7638,2650,0,0,0,0,1,0,0,0,5,0,7032,2248,9873,5414,0,0,SUPPORT,0,73,61,85,7,5,14,3,4,383,False,11,1469,27775,10650,2152,12789,8024,3917,20,41,87,5,0,1042,763,266,0,5,2,0,0,52,3,4,18,14.0,347.5778851825237,434.9051025558176,0.0,1.0,5.0,1469.3590718,0.4827586206896552,2.128987170383513,0.0,0.0,2.0,4.0,2.8,0.1216380207708436,1.0,2.0,"8214, 8226, 8210, 8237","8017, 8009"
2,KR_6895335668,6895335668,CLASSIC,14.1.552.7117,LeeSin,64,JUNGLE,True,1,5,15,1,0,13452,15,0,2,3,0,17456,0,37762,0,8,3,1,1,True,9,7,False,False,False,False,False,False,17,13479,12508,0,JUNGLE,2,3,1,3073,3074,3047,0,3078,3044,3340,23,4,9,JUNGLE,0,2,2,431,25562,2432,11640,0,93,1,0,1,0,0,7,2,0,98540,17376,29224,6447,0,0,NONE,0,205,206,98,12,21,11,4,4,545,False,26,2083,166981,21937,2449,44302,18340,0,36,312,233,1,0,42879,2127,3438,0,1,5,0,0,30,3,5,15,24.0,388.1582337488921,631.7116840558361,1.0,1.0,1.0,2083.5969514,0.6666666666666666,0.8684671761455863,28.0,10.0,3.0,5.0,3.0,0.1941357739178723,0.0,0.0,"8112, 8143, 8138, 8106","8014, 9111"
3,KR_6895335668,6895335668,CLASSIC,14.1.552.7117,Leona,89,UTILITY,True,0,2,18,0,0,11007,13,0,41,13,796,4311,796,46258,0,10,11,0,0,True,3,2,False,False,False,False,False,False,22,9578,9025,0,UTILITY,0,1,1,3869,3190,3110,3109,0,3117,3364,28,0,1,BOTTOM,0,0,1,528,12464,5860,7441,1,0,0,0,1,0,0,13,5,0,8667,2445,20376,692,0,0,SUPPORT,0,61,40,31,12,8,14,5,4,235,False,43,2083,25899,9583,1178,31826,3214,746,39,209,275,5,0,4768,1278,4008,0,3,5,0,0,103,11,14,44,19.0,275.8395086865647,275.9835467104725,1.0,1.0,3.0,2083.5969514,0.5277777777777778,2.976525850559124,0.0,0.0,10.0,14.0,1.9,0.084814450613361,11.0,2.0,"8439, 8463, 8473, 8242","8345, 8347"
4,KR_6903819106,6903819106,CLASSIC,14.1.553.2414,Caitlyn,51,BOTTOM,True,0,4,11,0,0,10462,13,0,6,1,2459,5703,2459,7110,0,8,0,0,0,True,6,0,False,False,False,False,False,False,0,10123,8975,0,BOTTOM,0,0,0,6672,3006,3031,2015,1042,1036,3363,20,1,4,BOTTOM,914,2,1,549,1035,765,12823,0,4,0,0,0,0,0,0,9,0,94214,16523,6219,6386,0,0,CARRY,0,47,31,23,7,5,7,3,4,111,False,15,1782,97719,17486,0,19845,4222,625,140,99,183,2,0,2469,196,801,0,1,1,0,0,6,1,1,3,15.0,340.68544834264367,588.4442106423656,1.0,0.0,1.0,1782.9907525,0.3260869565217391,0.2283090985343265,0.0,0.0,0.0,1.0,1.875,0.127667048594368,2.0,1.0,"8021, 8009, 9103, 8014","8233, 8236"
5,KR_7014612141,7014612141,CLASSIC,14.7.571.9528,RekSai,421,TOP,True,0,1,6,0,0,11000,13,0,1,4,0,4731,0,20240,0,4,2,0,0,True,8,0,False,False,False,False,False,True,8,6753,6200,0,TOP,0,0,0,3068,3047,1011,3076,0,0,3340,15,0,1,TOP,4,0,1,308,32987,3614,5815,0,0,0,0,0,0,0,3,6,0,34284,5164,17633,6582,0,0,SOLO,0,194,79,61,4,3,12,3,4,291,False,19,1400,70617,9064,0,23662,12561,0,118,121,89,1,0,3346,286,213,0,0,1,0,0,20,2,1,8,7.0,289.34197256822216,388.3280244496721,0.0,1.0,0.0,1400.5308318,0.2692307692307692,0.8792622887990807,0.0,1.0,2.0,1.0,1.75,0.13846129117972,6.0,1.0,"8437, 8446, 8444, 8451","9105, 8014"
6,KR_6965376832,6965376832,CLASSIC,14.4.562.1960,Akali,84,MIDDLE,True,0,1,6,0,0,12743,14,0,0,3,2662,4004,2662,10671,0,5,2,0,0,True,3,0,False,False,False,False,False,False,1,9385,8000,0,MIDDLE,0,0,0,1054,2031,3020,4646,4645,0,3364,15,1,3,MIDDLE,0,2,1,556,87146,17886,13567,0,4,0,0,0,0,0,6,3,0,13646,1238,8637,6362,0,0,SOLO,0,151,24,51,16,3,12,3,4,238,False,4,1692,111755,19327,0,23058,2686,0,149,108,110,1,0,10962,202,853,1,4,3,0,0,22,2,2,7,9.0,332.7428223053829,685.1746439838516,1.0,0.0,4.0,1692.4722941,0.3,0.7994050425209078,0.0,0.0,2.0,2.0,1.8,0.2075836823605515,1.0,1.0,"8021, 8009, 9105, 8299","8451, 8473"
7,KR_6903294778,6903294778,CLASSIC,14.1.553.2414,Lux,99,UTILITY,False,0,7,11,0,0,12879,14,0,0,15,1719,4882,1719,9185,0,8,5,0,0,True,3,0,False,False,False,False,False,False,2,10669,10375,0,UTILITY,0,0,2,3867,4646,1026,3020,3147,6655,3364,32,1,4,BOTTOM,0,3,1,518,65743,26689,7902,0,0,0,1,0,0,0,13,10,0,6180,834,12851,14,0,0,SUPPORT,0,68,33,172,20,8,7,6,4,662,False,69,2144,73359,27523,2575,21826,3397,824,66,222,286,3,0,1436,0,1072,1,1,9,0,0,68,5,4,33,15.0,298.44263368560496,769.9066745969549,1.0,1.0,1.0,2144.9797908,0.4166666666666667,1.9027761185939007,0.0,0.0,5.0,4.0,1.875,0.2118707298349266,49.0,3.0,"8229, 8226, 8210, 8237","8345, 8347"
8,KR_6912931867,6912931867,CLASSIC,14.1.553.2414,Warwick,19,JUNGLE,False,1,0,12,0,0,26800,18,0,30,3,4265,52856,4265,86848,0,10,0,1,3,True,6,0,False,False,False,False,False,True,4,22787,23413,0,JUNGLE,0,0,2,3065,3074,3046,3153,3742,3078,3340,25,5,23,JUNGLE,407,11,2,971,77399,22007,29136,0,163,0,0,0,0,0,5,7,0,201465,23905,39608,5544,0,0,NONE,0,129,20,77,15,22,11,4,4,207,False,66,2528,363464,48823,0,73971,43916,0,88,555,285,1,0,84600,2909,5226,0,1,10,0,0,33,0,5,14,35.0,540.7980575923565,1158.7088701234552,0.0,3.0,1.0,2528.1718573,0.5555555555555556,0.7905773624809401,42.25000002980232,3.0,0.0,5.0,3.5,0.2764891543212782,39.69999995827675,3.0,"8005, 9111, 9104, 8014","8105, 8138"
9,KR_6951513861,6951513861,CLASSIC,14.3.558.8314,Ahri,103,MIDDLE,True,0,1,12,0,0,16645,17,0,1,2,4430,7472,4430,10037,0,2,0,0,0,True,3,0,False,False,False,False,False,False,0,12266,12100,0,MIDDLE,0,0,0,1058,3157,3020,3118,4646,1052,3363,20,2,6,MIDDLE,0,4,1,1226,88320,19244,7248,0,0,0,0,1,0,0,5,3,0,19804,1725,10705,6498,0,0,SOLO,0,80,75,35,30,5,12,3,4,237,False,21,1732,152873,25182,0,18043,7655,0,212,102,87,1,0,44748,4211,89,2,4,4,0,0,25,0,1,9,18.0,424.68366328357257,871.852699039472,0.0,0.0,4.0,1733.0120691999998,0.4186046511627907,0.8890841771981474,0.0,0.0,0.0,1.0,9.0,0.1998569053773515,53.0,2.0,"8112, 8139, 8138, 8106","8210, 8226"
10,KR_6942180164,6942180164,CLASSIC,14.3.558.8314,Yasuo,157,TOP,False,0,2,3,0,0,9335,12,0,9,2,314,314,314,16522,0,9,0,0,0,True,10,0,False,False,False,False,False,True,0,7115,6800,0,TOP,0,0,0,3153,3006,6670,1055,1043,0,3363,20,0,3,JUNGLE,0,0,1,312,6342,1367,5325,0,0,0,0,0,0,0,4,1,0,76962,16920,13601,1211,0,0,NONE,0,200,13,72,5,3,12,3,4,310,False,19,1249,87053,18287,0,19703,2484,0,132,105,187,1,0,3749,0,775,0,0,3,0,0,5,0,0,5,6.0,341.76630627363465,878.4320562583915,0.0,0.0,0.0,1249.1210013,0.4615384615384615,0.2822079927395567,0.0,0.0,0.0,0.0,0.6666666666666666,0.3854546991920041,33.0,1.0,"8008, 9111, 9104, 8299","8242, 8473"
11,KR_7019206228,7019206228,CLASSIC,14.7.571.9528,Caitlyn,51,BOTTOM,False,0,7,4,0,0,8701,12,0,4,2,2737,3856,2737,4991,0,9,1,0,0,True,0,0,False,False,False,False,False,True,2,8965,8225,0,BOTTOM,0,0,2,1055,3031,3095,3006,0,0,3363,16,1,5,BOTTOM,595,2,1,391,2955,913,4975,0,0,0,0,0,0,0,1,9,0,92115,16444,12898,6387,0,0,CARRY,0,52,36,31,6,5,6,3,4,410,False,21,1404,95547,17479,0,18173,2798,0,142,66,211,1,0,477,121,299,1,1,7,0,0,15,1,1,5,9.0,382.86135384852565,746.4374917944077,0.0,1.0,1.0,1405.0311006,0.45,0.6551747399272431,0.0,0.0,1.0,1.0,1.0,0.2401737755724116,37.0,1.0,"8021, 8009, 9103, 8014","8233, 8236"
12,KR_6894641868,6894641868,CLASSIC,14.1.552.7117,Zeri,221,BOTTOM,True,0,0,7,0,0,7927,11,0,1,2,4830,5445,4830,3601,0,1,0,1,0,True,4,1,False,False,False,False,False,True,0,9190,7825,0,BOTTOM,0,0,0,3073,1055,2055,3085,1036,3006,3363,16,2,6,NONE,248,4,2,636,14636,2612,3288,0,3,0,0,0,0,0,0,9,0,65713,6929,4937,5719,0,0,DUO,0,407,21,23,5,3,6,2,4,672,False,3,1017,89110,9565,0,8457,1293,0,150,54,16,1,0,8761,23,231,3,3,1,0,0,4,1,0,3,13.0,542.1600415060689,564.2655797768379,0.0,0.0,3.0,1017.1075982,0.5652173913043478,0.2568933567913925,0.0,1.0,0.0,0.0,13.0,0.2325514713053877,72.25,3.0,"8008, 9111, 9104, 8299","8429, 8451"
13,KR_6904599575,6904599575,CLASSIC,14.1.553.2414,Leona,89,UTILITY,True,0,2,14,0,0,10525,13,0,1,5,374,2645,374,24578,0,5,3,0,0,True,5,0,False,True,False,False,False,False,7,8325,7025,0,UTILITY,0,1,0,3047,3109,3190,3869,3076,0,3364,22,0,2,BOTTOM,3,0,1,369,13733,5228,7753,0,0,0,0,1,0,0,16,5,0,7583,1876,10255,6473,0,0,SUPPORT,0,32,23,44,11,6,14,5,4,145,False,40,1725,25096,8316,396,18590,2390,779,23,107,80,5,0,3779,1212,580,0,4,5,0,0,65,3,6,29,16.0,289.5410967384919,289.23249853065664,1.0,3.0,4.0,1725.1649523,0.4102564102564102,2.2951962519812428,0.0,0.0,3.0,6.0,3.2,0.0997009131479463,1.0,2.0,"8439, 8463, 8473, 8242","8345, 8347"
14,KR_6978930253,6978930253,CLASSIC,14.5.565.1230,Xerath,101,UTILITY,True,0,0,14,0,0,8155,11,0,0,5,3280,3478,3280,3531,0,1,3,1,0,True,1,0,False,True,True,False,False,True,0,10103,9125,0,UTILITY,0,0,0,3871,6655,0,3041,4645,3020,3364,22,1,10,BOTTOM,0,9,2,182,52201,23703,2419,0,0,0,0,0,0,0,0,10,0,5959,1281,6381,3879,0,0,SOLO,0,78,45,24,29,3,21,3,4,315,False,32,1206,60783,25116,0,9161,1368,0,44,132,6,1,0,2622,132,360,0,3,1,0,0,37,3,3,21,24.0,502.2677534725676,1248.6143144136922,0.0,1.0,3.0,1206.948805,0.8275862068965517,1.8676057581115608,0.0,0.0,3.0,3.0,24.0,0.3632004614790003,22.0,3.0,"8229, 8226, 8210, 8237","8304, 8345"
15,KR_6960261350,6960261350,CLASSIC,14.4.561.3953,Sejuani,113,JUNGLE,True,1,5,23,1,0,23392,18,0,20,4,2208,32568,2208,141991,0,5,1,0,1,True,0,0,False,False,False,False,False,False,13,18792,16975,0,JUNGLE,1,1,4,4401,3111,3143,6665,2504,3068,3364,28,2,9,JUNGLE,0,5,1,740,91468,16381,14327,0,136,1,0,1,0,0,14,7,0,109823,15187,36325,6267,0,0,NONE,0,123,159,113,20,20,11,7,4,125,False,74,2852,275784,33920,0,54458,20215,0,82,573,173,1,0,74493,2351,3804,0,3,9,0,0,36,1,4,10,32.0,395.2877105122535,713.5088152639765,1.0,3.0,3.0,2852.4149381,0.7441860465116279,0.7641599417376703,64.00000008940697,1.0,1.0,7.0,6.4,0.2048316321092671,25.80000001192093,2.0,"8230, 8224, 8210, 8232","9111, 9104"
16,KR_6907991766,6907991766,CLASSIC,14.1.553.2414,Akali,84,TOP,True,0,0,0,0,0,6489,10,0,0,2,353,353,353,2766,0,1,1,0,0,True,4,4,False,False,False,False,False,True,0,4212,2975,0,TOP,0,0,0,3145,3113,2031,0,1054,1001,3340,10,0,1,NONE,0,0,1,568,34077,5788,5071,0,0,0,0,0,0,0,0,1,0,10722,840,642,3591,0,0,SUPPORT,0,64,11,22,6,1,12,2,14,152,False,0,795,49766,6882,0,5714,15,0,95,38,21,1,0,4967,254,0,0,0,0,0,0,9,1,0,5,1.0,317.7731189317875,519.199185966378,0.0,0.0,0.0,795.3687444999999,0.0666666666666666,0.7535622676524999,0.0,0.0,1.0,0.0,1.0,0.2288874501568202,28.0,1.0,"8010, 8009, 9105, 8014","8451, 8473"
17,KR_7028926839,7028926839,CLASSIC,14.7.571.9528,Yone,777,MIDDLE,True,0,1,9,0,0,15361,16,0,13,5,3306,11015,3306,19639,0,4,0,2,0,True,4,0,False,False,False,False,False,False,0,13034,11800,0,MIDDLE,0,0,0,3087,3006,3153,6672,1037,2055,3364,20,2,10,MIDDLE,462,7,2,1048,24545,4542,13636,0,5,0,0,0,0,0,3,3,0,105676,17628,7944,5764,0,0,SOLO,0,218,78,47,9,3,12,3,4,290,False,21,1695,136071,24467,0,22717,6863,0,163,147,71,1,0,5849,2297,1137,0,1,0,0,0,14,1,0,8,19.0,461.17621054741744,865.6951689357566,1.0,1.0,1.0,1695.8325241,0.475,0.5157670853731705,0.0,4.0,0.0,0.0,4.75,0.2192056983842003,2.0,2.0,"8008, 9111, 9104, 8299","8444, 8242"
18,KR_7028926839,7028926839,CLASSIC,14.7.571.9528,Pantheon,80,JUNGLE,False,0,1,5,0,0,10563,13,0,0,2,0,1031,0,19903,0,9,0,0,0,True,0,3,False,False,False,False,False,False,0,8995,8150,0,JUNGLE,0,0,2,3071,6692,3111,1036,1036,0,3363,23,0,3,JUNGLE,0,0,1,294,1565,548,13567,0,111,0,1,0,0,0,7,7,0,108636,10299,17519,1388,1,0,NONE,0,134,47,32,6,5,4,12,11,77,False,18,1695,158413,11750,0,32262,11287,0,15,175,251,1,0,48211,902,1175,0,0,9,0,0,16,0,1,8,8.0,318.28279546219017,415.73206263346015,0.0,0.0,0.0,1695.8325241,0.3809523809523809,0.5780365499109368,52.00000008940697,6.0,0.0,1.0,0.8888888888888888,0.1326640776367186,1.199999988079071,0.0,"8005, 9111, 9105, 8014","8105, 8126"
19,KR_6979079743,6979079743,CLASSIC,14.5.565.1230,Aatrox,266,TOP,False,0,0,9,0,0,18216,17,0,0,1,1874,11358,1874,45513,0,9,0,0,0,True,0,0,False,False,False,False,False,True,0,14447,14450,0,TOP,0,0,2,6610,3814,6698,3047,3161,1028,3340,25,2,7,TOP,416,3,1,745,10144,5655,16146,0,0,0,1,0,0,0,1,6,0,170454,27023,37166,5799,0,0,SOLO,0,201,34,70,12,3,12,4,4,282,False,27,2180,182667,34414,0,55157,24543,0,221,170,253,1,0,2067,1735,1844,1,1,10,0,0,19,0,4,9,16.0,397.4757324473261,946.8238807608808,0.0,1.0,1.0,2180.8249151,0.4102564102564102,0.5388728161310842,0.0,0.0,0.0,4.0,1.7777777777777777,0.2152819295948829,15.999999970197678,1.0,"8010, 9111, 9105, 8299","8473, 8453"
20,KR_7042493880,7042493880,CLASSIC,14.8.576.8838,Zeri,221,BOTTOM,True,0,0,2,0,0,10473,13,0,3,6,5271,11635,5271,11452,0,3,2,0,0,True,6,2,False,False,False,False,False,False,2,10167,10025,0,BOTTOM,0,0,0,3133,3087,1038,0,3006,3085,3340,21,1,3,BOTTOM,413,2,1,763,39098,2975,1473,0,37,0,0,0,0,0,1,9,0,101311,5186,14296,6473,0,0,CARRY,0,611,30,34,7,3,1,4,4,269,False,5,1555,188770,8865,0,15967,4646,0,169,128,75,1,0,48362,703,197,1,2,0,0,0,12,3,1,7,5.0,392.1286781352276,341.9476926320174,1.0,2.0,2.0,1555.6708755999998,0.2941176470588235,0.4839699702389433,0.0,13.0,2.0,1.0,1.6666666666666667,0.1220190085803932,18.20000007748604,1.0,"8008, 9101, 9103, 8299","8429, 8451"
21,KR_6926203885,6926203885,CLASSIC,14.2.556.3141,Ashe,22,BOTTOM,False,0,1,9,0,0,12841,14,0,6,2,1588,1588,1588,9382,0,5,0,0,0,True,11,2,False,False,False,False,False,False,5,12321,11683,0,BOTTOM,0,0,3,6672,3078,1055,3006,3302,1043,3363,17,1,4,BOTTOM,258,4,1,632,5280,1601,10645,0,0,0,1,0,0,0,3,4,0,142914,16188,8726,4574,0,0,CARRY,0,24,116,20,9,3,1,3,4,297,False,48,1809,158144,18083,0,21553,4850,0,222,911,88,1,0,9948,294,2182,0,0,10,0,0,15,0,0,8,13.0,408.4687696232791,599.4851315233785,0.0,0.0,0.0,1809.9488458,0.7647058823529411,0.5066519133086386,0.0,0.0,0.0,0.0,2.6,0.2194204606085349,56.0,1.0,"8008, 8009, 9103, 8014","8345, 8410"
22,KR_7042011376,7042011376,CLASSIC,14.8.576.8838,Senna,235,UTILITY,True,0,0,19,0,0,18207,17,0,0,6,7841,25629,7841,13953,0,6,4,0,0,True,0,1,False,False,False,False,False,True,5,15483,11500,0,UTILITY,0,1,0,3814,3094,3877,1038,3009,6701,3364,23,2,6,BOTTOM,699,2,1,577,1392,390,11194,0,8,0,0,0,0,0,7,10,0,117561,34699,15305,5840,0,0,SUPPORT,0,87,40,32,8,4,3,4,4,367,False,44,2300,124847,36590,3059,26941,20772,6044,80,216,161,5,0,5893,1500,441,3,5,5,0,0,118,4,22,34,25.0,403.8325072541153,954.3260013843272,2.0,3.0,5.0,2300.5287206,0.6410256410256411,3.0914140902360137,0.0,1.0,4.0,22.0,4.166666666666667,0.2378853809989953,62.0,3.0,"8021, 8009, 9104, 8017","8410, 8345"
23,KR_7058432029,7058432029,CLASSIC,14.9.580.2108,Caitlyn,51,BOTTOM,True,0,0,10,0,0,14360,15,0,0,13,15231,15453,15231,13001,0,7,2,1,0,True,0,0,False,True,False,False,False,False,0,15706,13450,0,BOTTOM,0,2,0,3036,3086,2015,3031,3095,3006,3363,37,3,12,BOTTOM,1709,4,2,417,6039,2152,19903,0,0,1,0,1,0,0,5,4,0,193987,32948,11337,1428,1,0,SOLO,0,66,57,22,11,6,7,3,4,169,False,25,1876,203661,35216,0,31724,12613,912,189,118,220,3,0,3635,116,482,2,7,6,0,0,25,2,3,13,22.0,502.0690762804177,1125.7599961307508,0.0,1.0,7.0,1876.9574341,0.5116279069767442,0.8069988301783626,0.0,0.0,2.0,3.0,3.142857142857143,0.2598492067442583,19.0,2.0,"8021, 8009, 9103, 8014","8233, 8236"
24,KR_6955207701,6955207701,CLASSIC,14.3.558.8314,Kaisa,145,BOTTOM,False,0,1,2,0,0,4816,8,0,1,5,186,186,186,4485,0,5,1,0,0,True,0,0,False,False,False,False,False,True,0,5116,5180,0,BOTTOM,0,0,0,1055,2031,6672,2055,3006,1042,3340,19,0,2,NONE,226,0,1,489,5475,1482,3721,0,4,0,0,0,0,0,1,9,0,34588,4095,6132,6,0,0,SUPPORT,0,27,26,23,3,3,7,2,4,32,False,0,987,42579,5577,0,10071,1477,427,90,0,75,2,0,2516,0,217,0,0,2,0,0,11,2,1,6,4.0,311.0027765654674,339.0051343231416,0.0,0.0,0.0,987.1713389,0.4444444444444444,0.720030368165232,0.0,0.0,1.0,1.0,0.8,0.1913594184862724,4.0,1.0,"8008, 8009, 9103, 8014","8345, 8304"
25,KR_6994451349,6994451349,CLASSIC,14.6.568.8373,Volibear,106,JUNGLE,True,0,1,6,0,0,7539,11,0,7,3,1156,33131,1156,23340,0,1,1,0,1,True,2,0,False,True,False,False,False,True,4,8894,8350,0,JUNGLE,0,0,0,3065,2055,2502,3047,3057,1102,3340,10,1,8,NONE,0,8,1,1111,41604,3566,4424,0,88,0,0,0,0,0,6,7,0,36152,7096,13701,6385,0,0,SUPPORT,0,35,86,56,4,10,11,3,4,139,False,27,1133,130745,11691,0,18430,10824,0,11,396,0,1,0,52987,1028,304,0,1,0,0,0,17,2,0,6,14.0,470.8353518547767,618.893879205468,0.0,1.0,1.0,1133.4406054,0.6086956521739131,0.9059734906543634,58.00000008940697,0.0,1.0,0.0,14.0,0.2211916419347043,21.000000059604645,2.0,"8005, 9111, 9105, 8299","8232, 8234"
26,KR_7004027733,7004027733,CLASSIC,14.6.570.6276,Evelynn,28,JUNGLE,False,1,2,4,0,0,8422,11,0,7,1,3966,11186,3966,10971,0,10,0,0,1,True,9,0,False,False,False,False,False,False,0,8820,7600,0,JUNGLE,0,0,1,1102,3020,3100,4646,0,0,3340,14,1,7,JUNGLE,0,2,1,281,49917,15321,5460,1,68,0,1,0,1,0,4,2,0,6144,623,16972,1456,0,0,NONE,0,289,39,65,7,15,11,4,4,239,False,13,1511,81873,16376,0,23854,6803,0,5,195,216,1,0,25812,432,1421,0,1,9,0,0,14,0,1,6,11.0,350.08128660766897,649.9990456124301,0.0,1.0,1.0,1511.6696775,0.5238095238095238,0.5666171168377643,56.00000008940697,2.0,0.0,1.0,1.1,0.2168554910158325,14.0,1.0,"8112, 8143, 8138, 8105","8233, 8236"
27,KR_6921856927,6921856927,CLASSIC,14.2.556.3141,Shaco,35,UTILITY,True,0,0,15,0,0,13319,15,0,1,3,1776,3740,1776,7649,0,2,1,1,1,True,0,0,False,False,False,False,False,False,1,12341,11175,0,JUNGLE,1,1,0,6655,3871,4646,3020,4645,1052,3364,23,2,8,JUNGLE,0,5,2,739,33309,22294,9016,0,8,0,0,1,0,0,0,10,0,3597,941,6669,588,0,0,NONE,0,39,77,52,135,7,14,4,4,179,False,31,2056,43440,25773,0,16006,2477,0,33,230,49,1,0,6532,2537,319,1,1,1,0,0,65,1,7,32,23.0,359.99315567964373,751.8041956249753,1.0,1.0,1.0,2056.9357536,0.4893617021276595,1.8961377148734768,4.0,1.0,1.0,7.0,11.5,0.1866737395658516,18.0,2.0,"8369, 8313, 8345, 8347","8106, 8126"
28,KR_6989222104,6989222104,CLASSIC,14.5.565.1230,Gwen,887,JUNGLE,False,1,2,4,0,0,10841,13,0,2,2,0,10379,0,16287,0,4,1,0,2,True,4,0,False,True,False,False,False,False,7,9751,8625,0,JUNGLE,0,0,2,3115,3020,4633,3113,0,0,3364,17,2,5,JUNGLE,0,2,1,620,58311,7626,9386,0,114,0,1,0,0,0,18,7,0,28437,1598,15308,9,0,0,NONE,0,79,16,79,21,16,11,5,6,30,False,8,2025,144048,10004,0,24930,12028,0,20,135,134,1,0,57301,779,235,0,0,11,0,0,18,1,1,3,9.0,288.805593555708,296.31975639031765,0.0,2.0,0.0,2025.8151204,0.1956521739130435,0.5517145985153795,44.00000002980232,1.0,1.0,1.0,2.25,0.0760426493313528,11.0,1.0,"8010, 8009, 9104, 8299","8473, 8242"
29,KR_7041479463,7041479463,CLASSIC,14.8.576.8838,Viktor,112,MIDDLE,False,0,0,3,0,0,22488,18,0,7,6,5872,11672,5872,23161,0,7,1,0,0,True,3,0,False,False,False,True,False,True,3,17027,16085,0,MIDDLE,0,1,3,4645,6655,2420,3100,3089,3020,3340,27,0,1,MIDDLE,0,0,1,1394,270470,34016,17838,0,0,0,1,0,0,0,16,3,0,22498,497,12545,6505,0,0,SOLO,0,120,18,151,148,5,4,6,12,272,False,10,2485,301594,35195,0,30960,2483,0,286,361,307,1,0,8626,680,576,4,4,8,0,0,33,1,0,16,4.0,411.0720662133288,849.6826859462573,0.0,1.0,4.0,2485.2969974,0.1379310344827586,0.8200181260259151,0.0,1.0,1.0,0.0,0.5714285714285714,0.2386679036456488,9.400000005960464,1.0,"8369, 8304, 8345, 8347","8210, 8226"
