,matchId,gameId,gameMode,gameVersion,championName,championId,teamPosition,win,allInPings,assistMePings,assists,baronKills,basicPings,champExperience,champLevel,championTransform,commandPings,consumablesPurchased,damageDealtToBuildings,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,dangerPings,deaths,detectorWardsPlaced,doubleKills,dragonKills,eligibleForProgression,enemyMissingPings,enemyVisionPings,firstBloodAssist,firstBloodKill,firstTowerAssist,firstTowerKill,gameEndedInEarlySurrender,gameEndedInSurrender,getBackPings,goldEarned,goldSpent,holdPings,individualPosition,inhibitorKills,inhibitorTakedowns,inhibitorsLost,item0,item1,item2,item3,item4,item5,item6,itemsPurchased,killingSprees,kills,lane,largestCriticalStrike,largestKillingSpree,largestMultiKill,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicDamageTaken,needVisionPings,neutralMinionsKilled,nexusKills,nexusLost,nexusTakedowns,objectivesStolen,objectivesStolenAssists,onMyWayPings,participantId,pentaKills,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,pushPings,quadraKills,role,sightWardsBoughtInGame,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner1Id,summoner2Casts,summoner2Id,summonerLevel,teamEarlySurrendered,timeCCingOthers,timePlayed,totalDamageDealt,totalDamageDealtToChampions,totalDamageShieldedOnTeammates,totalDamageTaken,totalHeal,totalHealsOnTeammates,totalMinionsKilled,totalTimeCCDealt,totalTimeSpentDead,totalUnitsHealed,tripleKills,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,turretKills,turretTakedowns,turretsLost,unrealKills,visionClearedPings,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,takedowns,goldPerMinute,damagePerMinute,baronTakedowns,dragonTakedowns,turretTakedowns.1,gameLength,killParticipation,visionScorePerMinute,jungleCsBefore10Minutes,enemyJungleMonsterKills,controlWardsPlaced,wardTakedowns,kda,teamDamagePercentage,maxCsAdvantageOnLaneOpponent,maxLevelLeadLaneOpponent,primaryStyle,subStyle
179,KR_7027660615,7027660615,CLASSIC,14.7.571.9528,Ahri,103,MIDDLE,False,0,2,1,0,0,7398,11,0,3,3,0,62,0,8091,0,6,1,0,0,True,6,1,False,True,False,False,False,True,0,5104,4775,0,MIDDLE,0,0,0,2421,1027,1056,3108,2022,3020,3340,15,1,3,NONE,0,2,1,365,19480,5022,1802,0,0,0,0,0,0,0,0,3,0,10766,1814,11181,4070,0,0,SUPPORT,0,53,31,22,10,2,12,2,4,610,False,12,1128,49470,8579,0,13610,811,0,71,32,169,1,0,19224,1743,626,0,0,5,0,0,9,1,0,6,4.0,271.44104893677445,456.1942361628509,0.0,0.0,0.0,1128.415443,0.25,0.4904809868308775,0.0,0.0,1.0,0.0,0.6666666666666666,0.2037779372030057,1.0,1.0,"8112, 8143, 8138, 8106","8009, 9105"
180,KR_7027660615,7027660615,CLASSIC,14.7.571.9528,XinZhao,5,JUNGLE,True,0,0,4,0,0,8401,11,0,1,3,3814,35099,3814,12572,0,1,3,0,2,True,11,0,False,False,False,False,False,True,1,8592,6925,0,JUNGLE,0,0,0,0,0,3077,3047,2021,6610,3364,12,1,8,NONE,313,7,1,963,4968,843,6810,1,94,0,0,0,0,0,7,7,0,76313,8993,16137,6570,0,0,SUPPORT,0,53,78,0,5,11,11,4,4,104,False,15,1128,125757,10265,0,23519,15987,0,4,360,32,1,0,44474,428,572,2,2,0,0,0,18,3,1,3,12.0,456.8935713499891,545.8191706527363,0.0,2.0,2.0,1128.415443,0.4137931034482758,0.9586991385104054,54.000000059604645,0.0,3.0,1.0,12.0,0.1812294255184014,24.75,3.0,"8010, 9111, 9104, 8014","8304, 8347"
181,KR_6949780412,6949780412,CLASSIC,14.3.558.8314,Graves,104,JUNGLE,True,0,21,12,0,0,19591,18,0,25,3,2278,29973,2278,22952,0,7,2,1,3,True,3,4,False,False,False,False,False,False,8,15950,13650,0,JUNGLE,0,0,2,3142,3036,6676,0,3072,3047,3364,20,3,10,JUNGLE,622,3,2,987,2523,871,13778,1,148,1,0,1,0,0,23,2,0,241512,18786,20154,6498,0,0,NONE,0,118,36,36,10,17,11,5,4,417,False,27,2161,301302,22373,0,36247,15265,0,86,598,295,1,0,57266,2715,2314,0,2,9,0,0,20,2,1,3,22.0,442.75116057636734,621.0353499539577,0.0,3.0,2.0,2161.5521138,0.4888888888888889,0.5629719442510519,48.40000006556511,0.0,2.0,1.0,3.142857142857143,0.1620300644677485,64.0,2.0,"8021, 9111, 9104, 8014","8304, 8347"
182,KR_7001703810,7001703810,CLASSIC,14.6.569.5139,TwistedFate,4,TOP,False,0,1,7,0,0,16160,16,0,10,3,1547,7658,1547,20769,0,9,2,0,0,True,24,1,False,False,False,False,False,False,19,12804,12480,0,TOP,0,0,2,1055,2421,3047,3094,3095,3087,3363,22,1,3,JUNGLE,1425,2,1,775,88984,10063,10576,0,15,0,1,0,0,0,18,1,0,96483,7716,15653,4663,0,0,NONE,0,88,206,0,14,6,6,5,4,58,False,37,2202,189843,17883,0,30143,4901,0,183,212,298,1,0,4376,104,3912,1,1,11,0,0,24,2,1,13,10.0,347.93742443352966,485.9604149142363,0.0,0.0,1.0,2208.0068115,0.5263157894736842,0.6582072933672148,0.0,0.0,2.0,2.0,1.1111111111111112,0.2157952543450615,8.0,1.0,"8021, 9101, 9104, 8014","8234, 8275"
183,KR_6925345930,6925345930,CLASSIC,14.2.556.3141,Viego,234,JUNGLE,True,1,3,6,0,0,12534,14,0,9,1,846,36891,846,52507,0,10,0,1,3,True,15,0,False,False,False,False,False,False,3,11829,11350,0,JUNGLE,0,0,0,3053,3111,6333,3153,1036,1029,3364,24,2,8,JUNGLE,147,5,2,638,5199,776,9221,16,142,0,0,0,0,0,16,7,0,129579,14211,24648,5938,0,0,NONE,0,174,87,51,10,10,11,5,4,61,False,19,1890,193367,16204,0,44197,20440,0,8,151,349,1,0,58587,1215,10327,1,1,2,0,0,12,0,1,3,14.0,375.45770468718536,514.2913802260615,0.0,4.0,1.0,1890.4519917,0.3043478260869565,0.3967960496151758,48.00000002980232,9.0,0.0,1.0,1.4,0.1161026271669407,26.049999952316284,1.0,"8010, 9111, 9104, 8014","8347, 8304"
184,KR_6977033072,6977033072,CLASSIC,14.4.562.8237,Kalista,429,BOTTOM,False,0,0,7,0,0,14554,15,0,2,2,0,10995,0,19383,0,9,1,2,1,True,0,1,False,True,False,False,False,True,0,15018,13925,0,BOTTOM,0,0,3,3085,3091,3124,3153,1042,3006,3363,24,4,13,BOTTOM,430,6,2,449,33570,3553,12502,1,8,0,1,0,0,0,6,4,0,121471,22462,16248,6498,0,0,CARRY,0,53,3,154,5,5,7,4,4,294,False,13,1733,158237,26503,0,29278,7535,244,205,152,249,3,0,3197,488,526,0,0,11,0,0,17,1,1,8,20.0,519.9484058027542,917.5541050345456,0.0,1.0,0.0,1733.1096087,0.6666666666666666,0.6222745716450288,0.0,0.0,1.0,1.0,2.2222222222222223,0.2536839589853178,21.0,2.0,"8008, 9111, 9104, 8014","8473, 8451"
185,KR_6942481240,6942481240,CLASSIC,14.3.558.8314,Teemo,17,TOP,True,0,0,0,0,0,11303,13,0,1,2,5266,5658,5266,6796,0,6,0,0,0,True,2,0,False,False,True,False,False,True,0,9122,8700,0,TOP,0,0,0,1056,3118,3115,3006,1026,1052,3364,21,1,3,TOP,0,2,1,474,73724,9203,8540,0,6,0,0,0,0,0,2,1,0,22551,2073,6349,6502,0,0,SOLO,0,36,17,0,36,3,14,4,4,248,False,22,1479,97346,11932,0,15604,2142,0,164,370,153,1,0,1071,656,714,1,3,2,0,0,5,0,0,2,3.0,369.9930471986037,483.9440985333195,0.0,0.0,3.0,1479.3728691,0.1304347826086956,0.2411869559379101,2.0,1.0,0.0,3.0,0.5,0.174583265535272,12.0,1.0,"8005, 9111, 9104, 8299","8473, 8451"
186,KR_6966649390,6966649390,CLASSIC,14.4.562.1960,Illaoi,420,TOP,False,0,0,4,0,0,9985,13,0,0,0,0,0,0,31887,0,8,0,0,0,True,6,0,False,False,False,False,False,False,0,6084,5100,0,TOP,0,0,2,2033,6662,3047,1011,0,0,3340,9,0,0,JUNGLE,0,0,0,549,739,399,2898,1,0,0,1,0,0,0,1,1,0,70717,8276,25184,576,0,0,NONE,0,51,87,17,7,2,12,3,4,120,False,9,1540,73176,8676,0,28419,5445,0,109,892,209,1,0,1720,0,336,0,0,11,0,0,6,0,0,4,4.0,237.0013485500019,337.98695020497024,0.0,0.0,0.0,1540.3142428,0.2105263157894736,0.2589196626490239,0.0,0.0,0.0,0.0,0.5,0.1382332588528996,1.0,0.0,"8437, 8446, 8473, 8451","8009, 8299"
187,KR_7055771365,7055771365,CLASSIC,14.9.580.2108,Zeri,221,BOTTOM,True,0,0,17,0,0,10487,13,0,1,2,1857,3262,1857,8045,0,3,1,2,0,True,0,0,True,False,False,False,False,True,0,11562,8475,0,BOTTOM,0,0,0,3087,3009,3085,1038,1055,0,3340,17,2,10,BOTTOM,354,5,3,660,38186,9146,4793,0,8,0,0,0,0,0,0,9,0,74342,15815,11652,5414,0,0,SOLO,0,481,42,31,9,5,7,3,4,66,False,3,1315,123865,25393,0,16936,5430,792,149,44,65,3,1,11336,431,490,1,2,2,0,0,14,1,1,8,27.0,527.2091533963109,1157.8659698386855,0.0,1.0,2.0,1315.8861935999998,0.6585365853658537,0.6525330629109588,0.0,0.0,1.0,1.0,9.0,0.281238362789436,8.0,1.0,"8008, 9111, 9104, 8299","8429, 8451"
188,KR_6916509935,6916509935,CLASSIC,14.2.555.1545,Malphite,54,TOP,False,1,2,14,0,0,16669,17,0,10,5,0,115,0,44212,0,10,3,0,0,True,4,2,False,False,False,False,False,True,0,10999,10875,0,TOP,1,1,1,3020,6665,0,4646,0,3118,3364,26,0,3,TOP,0,0,1,976,56847,22078,7257,0,4,0,1,0,0,0,10,6,0,33230,3741,21132,5910,1,0,SOLO,0,67,70,64,18,2,12,5,4,682,False,45,2425,94566,26943,0,29667,851,0,125,554,405,1,0,4488,1123,1277,0,0,10,0,0,25,3,1,9,17.0,272.0842992653677,666.4450868142089,0.0,0.0,0.0,2425.7157854,0.4857142857142857,0.6253773088313932,0.0,0.0,3.0,1.0,1.7,0.1846905077594885,13.0,1.0,"8229, 8226, 8210, 8237","8126, 8106"
189,KR_6911375010,6911375010,CLASSIC,14.1.553.2414,Samira,360,BOTTOM,False,0,0,2,0,0,9493,12,0,0,1,0,0,0,7263,0,10,0,0,0,True,2,2,False,False,False,False,False,False,0,8610,8150,0,BOTTOM,0,0,1,1055,3031,6676,3047,0,0,3340,14,0,2,BOTTOM,406,0,1,414,10449,673,6005,0,4,0,1,0,0,0,2,4,0,71810,4419,13451,6446,0,0,CARRY,0,70,22,17,2,4,14,3,4,88,False,2,1782,91653,5400,0,20122,2646,0,161,29,177,1,0,9392,307,665,0,0,9,0,0,14,0,2,7,4.0,289.8904849921292,181.8083834363149,0.0,0.0,0.0,1782.2299477,0.1818181818181818,0.4758258406409529,0.0,0.0,0.0,2.0,0.4,0.0721431768521555,2.0,0.0,"8010, 9111, 9103, 8299","8135, 8139"
190,KR_6905205735,6905205735,CLASSIC,14.1.553.2414,LeeSin,64,JUNGLE,False,0,3,9,0,0,14420,15,0,1,7,0,12221,0,46463,0,1,5,0,0,True,16,6,False,True,False,False,False,False,14,13668,11700,0,JUNGLE,0,0,1,3053,6610,2055,6609,3111,3067,3340,23,1,9,JUNGLE,188,9,1,2052,43743,2958,9919,0,155,0,1,0,0,0,42,7,0,121325,12865,21745,5719,0,0,NONE,0,255,208,146,9,10,11,3,4,316,False,16,2082,244395,16215,950,32410,18766,0,29,691,0,1,0,79324,391,746,0,0,9,0,0,31,6,5,16,18.0,393.7116786268431,467.0908570351265,0.0,0.0,0.0,2083.0007917,0.6206896551724138,0.9212256898286992,44.00000002980232,0.0,5.0,5.0,18.0,0.1619603824116604,2.9802322387695312e-08,1.0,"8010, 9111, 9105, 8014","8347, 8304"
191,KR_6965335082,6965335082,CLASSIC,14.4.562.1960,Rell,526,UTILITY,True,0,0,18,0,0,11706,14,0,0,13,321,381,321,34518,0,9,7,1,0,True,3,19,True,False,False,False,False,False,0,9158,8050,0,UTILITY,0,0,0,3869,2055,3076,3047,3110,3002,3364,28,1,3,BOTTOM,3,2,2,777,7263,3608,11109,0,0,0,0,0,0,0,1,5,0,3621,1200,10613,5507,0,0,SUPPORT,0,44,28,46,10,5,4,7,14,360,False,25,1983,14548,5778,0,25136,901,0,18,114,243,1,0,3663,969,3413,0,1,5,0,0,96,11,7,41,21.0,277.08994185085123,174.8196681920486,0.0,0.0,1.0,1983.1012222,0.6176470588235294,2.908113499451503,0.0,0.0,7.0,7.0,2.333333333333333,0.0442378926808412,0.0,1.0,"8439, 8401, 8473, 8242","8306, 8347"
192,KR_6965335082,6965335082,CLASSIC,14.4.562.1960,Ezreal,81,BOTTOM,False,0,1,5,0,0,13378,15,0,5,4,1693,2245,1693,10523,0,10,2,0,0,True,9,5,False,False,False,False,False,False,0,10984,10700,0,BOTTOM,0,0,1,3158,2031,3042,4646,3100,1052,3363,27,0,5,BOTTOM,0,0,1,327,33281,9587,6309,0,0,0,1,0,0,0,16,9,0,60689,4158,15545,7,0,0,CARRY,0,176,41,35,14,5,1,6,4,86,False,1,1983,97801,13823,0,22587,2229,0,182,19,225,1,0,3831,78,732,0,0,8,0,0,22,2,1,9,10.0,332.33003650281347,418.2519814620687,0.0,0.0,0.0,1983.1012222,0.303030303030303,0.6761202892287886,0.0,0.0,2.0,1.0,1.0,0.140341415989827,2.0,1.0,"8005, 8009, 9103, 8014","8345, 8304"
193,KR_6957579185,6957579185,CLASSIC,14.3.558.8314,Veigar,45,MIDDLE,False,0,0,0,0,0,8702,12,0,0,2,1349,1349,1349,5711,0,8,0,0,0,True,1,0,False,False,False,False,False,True,2,6785,6300,0,MIDDLE,0,0,0,3070,4646,3020,3802,3108,0,3340,12,0,4,MIDDLE,0,0,1,366,53721,13561,5767,0,0,0,0,0,0,0,2,3,0,5121,647,7255,1644,0,0,SOLO,0,85,44,24,10,2,12,4,4,135,False,12,1260,59358,14556,0,14316,280,0,103,62,179,1,0,516,346,1293,0,0,3,0,0,10,0,0,6,4.0,322.9696968707346,692.845467186762,0.0,0.0,0.0,1260.5718667,0.6666666666666666,0.4785136581179001,0.0,0.0,0.0,0.0,0.5,0.3716744063712627,31.0,2.0,"8369, 8304, 8345, 8347","8226, 8210"
194,KR_6900925778,6900925778,CLASSIC,14.1.553.2414,Leona,89,UTILITY,False,1,9,20,0,0,13174,15,0,20,16,1140,1140,1140,39117,0,8,11,0,0,True,10,0,True,False,False,False,False,True,4,10470,9675,0,UTILITY,0,0,1,3876,2055,3190,3111,3050,3075,3364,34,1,4,BOTTOM,43,2,1,827,25485,6309,6631,0,0,0,0,0,0,0,16,10,0,9524,2420,16423,5961,0,0,SUPPORT,0,55,40,42,12,7,14,6,4,160,False,46,1998,41999,9203,526,27247,815,0,53,196,307,1,0,6989,474,4192,2,2,7,0,0,100,14,13,53,24.0,314.2979236201493,276.28254264223875,0.0,0.0,2.0,1998.7767019,0.6,3.0030345418721143,0.0,0.0,11.0,13.0,3.0,0.0795560671179495,15.0,2.0,"8351, 8306, 8345, 8347","8473, 8242"
195,KR_6935874583,6935874583,CLASSIC,14.2.556.3141,Samira,360,BOTTOM,True,0,0,1,0,0,9627,12,0,2,4,2321,13974,2321,4136,0,1,2,2,0,True,0,3,False,False,True,False,False,True,1,12004,11950,0,BOTTOM,0,0,0,1055,1018,3031,3047,6673,6676,3363,21,1,13,BOTTOM,569,12,3,268,7650,1551,3221,0,8,0,0,0,0,0,1,9,0,83112,8124,5082,25,0,0,CARRY,0,114,8,15,2,3,7,2,4,285,False,0,1270,94772,9807,0,8454,4439,226,153,16,8,3,1,4009,130,149,1,2,1,0,0,13,2,3,6,14.0,566.909933474372,463.1518769740343,1.0,2.0,2.0,1270.4792802,0.5833333333333334,0.6540296582599604,0.0,1.0,2.0,3.0,14.0,0.1737642161299641,37.0,2.0,"8010, 9111, 9103, 8299","8473, 8453"
196,KR_7038571901,7038571901,CLASSIC,14.8.576.8838,Lux,99,UTILITY,True,0,0,16,0,0,13683,15,0,0,5,3073,6400,3073,12040,0,11,3,0,0,True,0,2,True,False,True,False,False,False,0,10374,8725,0,UTILITY,1,1,0,3869,3020,3118,6655,3108,1052,3364,26,0,2,BOTTOM,0,0,1,343,27999,10463,10163,0,0,0,0,0,0,0,0,10,0,4748,438,14380,3543,0,0,SUPPORT,0,38,33,112,13,6,3,5,4,85,False,37,2201,37718,10982,1081,25306,1516,0,33,229,327,1,0,4969,80,762,3,5,4,0,0,69,3,12,25,18.0,282.7440696603169,299.29373714278404,1.0,1.0,5.0,2201.636238,0.391304347826087,1.8935383270508075,0.0,0.0,3.0,12.0,1.6363636363636365,0.0705040207674723,0.0,1.0,"8229, 8226, 8210, 8237","8345, 8347"
197,KR_7046549047,7046549047,CLASSIC,14.8.578.3867,Seraphine,147,UTILITY,False,0,0,13,0,0,9677,12,0,10,9,732,2967,732,9470,0,5,5,0,0,True,2,4,False,False,False,False,False,False,0,8934,8775,0,UTILITY,0,0,1,3871,3116,3040,1052,3158,3916,3364,29,2,4,BOTTOM,0,2,1,813,37108,13399,11740,0,0,0,1,0,0,0,5,10,0,3783,1366,6767,5675,0,0,SUPPORT,0,64,58,63,5,7,3,5,4,296,False,38,1804,41568,14792,1974,18992,3486,1327,32,392,94,6,0,676,25,483,0,0,8,0,0,81,7,12,31,17.0,297.0545244957692,491.8309274285226,0.0,2.0,0.0,1804.5911725,0.68,2.723148851953432,0.0,0.0,5.0,12.0,3.4,0.1433125222660633,1.0,1.0,"8229, 8226, 8210, 8237","8345, 8347"
198,KR_6907803705,6907803705,CLASSIC,14.1.553.2414,Thresh,412,BOTTOM,True,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,False,0,0,False,False,False,False,True,False,0,504,500,0,BOTTOM,0,0,0,3865,2003,0,0,0,0,3340,4,0,0,NONE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,259,0,0,3804,0,0,SUPPORT,0,0,0,0,0,0,14,0,4,157,False,0,111,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,270.6773899654132,0.0,0.0,0.0,0.0,111.8704296,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,"8351, 8306, 8345, 8347","8473, 8242"
199,KR_7055953502,7055953502,CLASSIC,14.9.580.2108,Yasuo,157,MIDDLE,False,0,9,5,0,0,14774,16,0,3,5,8631,9149,8631,49587,0,12,0,3,0,True,6,0,False,False,False,True,False,False,7,14847,14780,0,MIDDLE,0,0,3,6672,3031,6673,6333,1029,3006,3364,26,3,9,TOP,762,5,2,322,14837,2578,4254,0,20,0,1,0,0,0,13,8,0,185286,31862,23862,1597,1,0,DUO,0,263,18,157,10,8,14,4,4,81,False,28,1897,204971,37762,0,32366,5180,0,179,144,371,1,0,4848,3322,4249,3,3,11,0,0,9,0,0,3,14.0,469.3764006645823,1193.785432460184,0.0,0.0,3.0,1897.9721991,0.5,0.2889927242678693,0.0,15.0,0.0,0.0,1.1666666666666667,0.3088869000699424,29.000000059604645,1.0,"8008, 9111, 9104, 8299","8242, 8473"
200,KR_7038577957,7038577957,CLASSIC,14.8.576.8838,Belveth,200,JUNGLE,True,0,0,0,0,0,300,2,0,0,1,0,0,0,207,0,0,0,0,0,False,0,0,False,False,False,False,True,False,0,593,500,0,JUNGLE,0,0,0,1101,2003,0,0,0,0,3340,3,0,0,NONE,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,4014,0,626,673,0,0,SUPPORT,0,10,0,0,0,0,6,0,11,107,False,0,118,4949,0,0,626,339,0,0,0,0,1,0,934,0,0,0,0,0,0,0,0,0,0,0,0.0,299.28550121152614,0.0,0.0,0.0,0.0,118.9553819,,0.0,4.000000029802322,0.0,0.0,0.0,0.0,0.0,,,"8010, 9111, 9104, 8014","8304, 8347"
201,KR_6952046750,6952046750,CLASSIC,14.3.558.8314,Smolder,901,BOTTOM,False,0,1,7,0,0,12169,14,0,6,3,2962,2962,2962,4075,0,2,0,0,0,True,1,0,False,False,False,False,False,True,0,11076,10450,0,BOTTOM,0,0,0,1056,3508,3158,3094,3161,0,3363,23,1,3,BOTTOM,408,3,1,1376,17062,4203,1803,0,0,0,0,0,0,0,2,9,0,147956,17120,8912,5799,0,0,CARRY,0,144,72,36,9,1,1,3,4,170,False,10,1522,167564,22010,0,10716,2833,0,239,352,42,1,0,2545,685,0,0,2,5,0,0,14,0,2,7,10.0,436.572174297528,867.4807183151452,0.0,0.0,2.0,1522.3575492,0.4166666666666667,0.5551863850199917,0.0,0.0,0.0,2.0,5.0,0.2713580944981434,98.99999997019768,3.0,"8021, 8009, 9103, 8014","8226, 8210"
202,KR_7052127853,7052127853,CLASSIC,14.9.580.2108,Azir,268,MIDDLE,False,0,1,3,1,0,16345,16,0,37,3,1750,4929,1750,14090,0,10,1,0,0,True,36,1,False,False,False,False,False,False,3,12753,12225,0,MIDDLE,0,0,2,3115,6653,8020,4630,3108,3020,3363,22,1,5,MIDDLE,0,2,1,400,168943,26511,19388,0,8,0,1,0,0,0,24,8,0,4492,416,10972,6473,0,0,SOLO,0,85,197,21,12,4,12,5,4,294,False,14,2143,178405,27563,0,30612,1496,0,217,192,284,1,0,4970,636,250,1,1,10,0,0,17,1,2,8,8.0,356.9060757385403,771.3831540320895,1.0,0.0,1.0,2143.9687379,0.2758620689655172,0.4864573240305294,0.0,0.0,1.0,2.0,0.8,0.2063285993499438,11.0,1.0,"8010, 8009, 9104, 8014","8226, 8237"
203,KR_6900617004,6900617004,CLASSIC,14.1.553.2414,Heimerdinger,74,UTILITY,False,0,1,8,0,0,18873,18,0,1,2,801,9346,801,17818,0,11,0,0,1,True,3,9,False,False,False,False,False,False,6,13709,13600,0,UTILITY,0,0,5,3108,3020,3118,6655,6653,3116,3340,25,2,6,BOTTOM,0,3,1,615,130036,36280,17927,0,9,0,1,0,0,0,0,5,0,10710,1048,18534,5799,0,0,SUPPORT,0,110,56,45,4,3,14,5,4,118,False,24,2595,144801,38291,0,38200,2426,0,103,193,411,1,0,4054,962,1738,0,1,11,0,0,23,0,1,13,14.0,316.9185748119582,885.1822087928653,0.0,1.0,1.0,2595.5273237,0.3783783783783784,0.5459564882908331,0.0,2.0,0.0,1.0,1.2727272727272727,0.2410279043675744,77.59999999403954,2.0,"8229, 8226, 8233, 8237","8304, 8345"
204,KR_6995649488,6995649488,CLASSIC,14.6.568.8373,Hwei,910,UTILITY,False,0,0,12,0,0,8648,12,0,2,6,2028,2499,2028,9470,0,9,4,0,0,True,0,8,False,False,False,False,False,True,0,8739,8550,0,UTILITY,0,0,2,3871,1026,4628,3158,6655,1052,3364,23,0,2,BOTTOM,0,0,1,725,58453,21729,5991,0,0,0,1,0,0,0,0,5,0,7024,951,14438,6499,0,0,SUPPORT,0,79,41,30,10,4,14,3,4,232,False,26,1711,68194,23972,0,20915,390,0,50,387,238,1,0,2716,1291,485,1,2,9,0,0,57,4,7,22,14.0,306.35492664236347,840.3161212448858,0.0,1.0,2.0,1711.6734995,0.4516129032258064,2.0053252908371766,0.0,0.0,4.0,7.0,1.5555555555555556,0.2240107977284954,25.0,1.0,"8229, 8226, 8210, 8237","8126, 8106"
205,KR_7055279926,7055279926,CLASSIC,14.9.580.2108,Lissandra,127,MIDDLE,False,0,0,3,0,0,9688,12,0,5,5,3090,3090,3090,7938,0,8,0,0,0,True,4,0,False,False,False,False,False,False,0,7293,7125,0,MIDDLE,0,0,3,2055,2420,3158,3118,1056,1058,3340,17,0,1,MIDDLE,0,0,1,270,100245,6910,6917,0,0,0,1,0,0,0,3,3,0,7249,616,10122,6570,0,0,DUO,0,78,36,35,7,2,4,2,12,74,False,27,1260,109382,7816,0,18918,1079,0,155,462,143,1,0,1887,289,1878,0,0,11,0,0,3,1,0,3,4.0,347.0786076117627,371.9803340626907,0.0,0.0,0.0,1260.766547,0.3333333333333333,0.1767452786364901,0.0,0.0,0.0,0.0,0.5,0.1668248944369919,42.0,1.0,"8112, 8126, 8138, 8106","8210, 8226"
206,KR_6932602642,6932602642,CLASSIC,14.2.556.3141,Maokai,57,TOP,False,0,0,1,0,0,9312,12,0,0,2,155,1796,155,13972,0,1,1,0,0,True,2,0,False,False,False,False,False,True,0,4870,4725,0,TOP,0,0,0,1054,3076,6660,3047,1031,1033,3364,11,0,0,NONE,4,0,0,1123,40677,4865,4753,0,0,0,0,0,0,0,0,1,0,13779,370,7993,5875,0,0,SUPPORT,0,49,12,20,4,2,4,1,12,153,False,28,1169,55092,5236,0,13068,5172,93,91,202,38,4,0,635,0,322,0,0,5,0,0,4,1,2,1,1.0,249.9405552198592,268.711261627084,0.0,0.0,0.0,1169.1791392,0.1111111111111111,0.219504230009371,0.0,0.0,1.0,2.0,1.0,0.163956947442419,2.0,1.0,"8439, 8463, 8429, 8451","9105, 9111"
207,KR_7012522968,7012522968,CLASSIC,14.6.570.6276,Vex,711,MIDDLE,True,0,0,9,0,0,12218,14,0,1,3,2301,5584,2301,7869,0,2,1,0,0,True,2,2,False,False,False,False,False,False,0,9471,7775,0,MIDDLE,0,1,0,1056,6655,4646,3020,1029,0,3340,19,1,5,MIDDLE,0,4,1,1068,90551,16313,10348,0,0,0,0,1,0,0,2,8,0,11393,1258,3658,6501,0,0,SOLO,0,91,30,50,23,3,12,3,4,148,False,27,1513,105457,17572,0,14870,2404,0,141,581,47,1,0,3512,0,863,3,4,3,0,0,28,1,7,9,14.0,375.4211367888574,696.5531915455186,1.0,1.0,4.0,1513.6935121,0.4375,1.1133178811012177,0.0,0.0,1.0,7.0,7.0,0.2243831434609805,3.0,1.0,"8112, 8139, 8138, 8106","8210, 8226"
208,KR_7004725358,7004725358,CLASSIC,14.6.570.6276,Qiyana,246,JUNGLE,False,0,4,4,0,0,7763,11,0,0,4,0,20481,0,10387,0,4,2,0,1,True,4,0,False,False,False,False,False,False,0,7517,6750,0,JUNGLE,0,0,1,3158,6698,3134,6690,0,0,3364,18,1,4,JUNGLE,0,4,1,627,4554,636,4308,0,101,0,1,0,0,0,12,2,0,104439,8260,17496,6500,0,0,NONE,0,103,99,36,5,3,4,13,11,339,False,12,1395,145956,9097,0,22226,9535,0,7,126,99,1,0,36963,200,421,0,0,7,0,0,17,3,1,5,8.0,323.08595884024606,390.9811900920095,0.0,1.0,0.0,1396.0445215,0.3809523809523809,0.7720876735553794,49.00000008940697,3.0,2.0,1.0,2.0,0.1435818255799219,19.80000001192093,2.0,"8112, 8143, 8138, 8135","8299, 8009"
209,KR_6980141831,6980141831,CLASSIC,14.5.565.1230,Mordekaiser,82,MIDDLE,False,0,0,1,0,0,13345,15,0,0,1,5511,5511,5511,28201,0,7,0,1,0,True,15,0,False,False,False,False,False,True,0,11443,11100,0,MIDDLE,0,0,1,6653,3116,3047,4633,3076,0,3340,20,3,11,MIDDLE,4,2,2,466,79545,17141,13621,0,4,0,1,0,0,0,2,3,0,12180,2055,18317,4832,0,0,SOLO,0,87,50,41,10,6,6,6,14,40,False,13,1656,92991,20461,0,32712,6395,0,122,207,243,1,0,1265,1265,773,2,2,7,0,0,2,0,0,2,12.0,414.44889925903175,741.0258950898805,0.0,0.0,2.0,1656.7342341,0.3076923076923077,0.1004059461213616,0.0,0.0,0.0,0.0,1.7142857142857142,0.1825595727487985,3.0,1.0,"8010, 9111, 9105, 8299","8473, 8453"
